Employee ID,Status,Original Hire Date,Pay Group Description,Department,Facility Code,Closest Office,City
92320519,Active,1/16/2025,Partners/Contractors,Implementation,VIRTUL,,
92320520,Active,1/16/2025,Partners/Contractors,Implementation,VIRTUL,,
92320521,Active,1/16/2025,Partners/Contractors,Implementation,VIRTUL,,
92320522,Active,1/16/2025,Partners/Contractors,Implementation,VIRTUL,,
42320491,Active,1/15/2025,US BiWeekly,Corporate Communications,VIRTUL,US - Not within 50 miles of an office,Moraga
92320503,Active,1/15/2025,Partners/Contractors,Implementation,VIRTUL,,
92320509,Active,1/15/2025,Partners/Contractors,Technology,VIRTUL,,
92320510,Active,1/15/2025,Partners/Contractors,Technology,VIRTUL,,
92320511,Active,1/15/2025,Partners/Contractors,Cybersecurity,VIRTUL,,
92320497,Active,1/14/2025,Partners/Contractors,Implementation,VIRTUL,,
12320420,Active,1/13/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Vancouver
12320272,Active,1/13/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12320435,Active,1/13/2025,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Toronto
98320384,Active,1/13/2025,US BiWeekly,Human Resources,VIRTUL,US - Not within 50 miles of an office,South San Francisco
98320103,Active,1/13/2025,Dayforce Canada,Product,VIRTUL,CAN - Not within 50 miles of an office,Sherwood Park
98320437,Active,1/13/2025,Germany Monthly,Sales,VIRTUL,DEU - Germany,Saerbeck
72320373,Active,1/13/2025,MEX Semi-Monthly,Development,VIRTUL,Mexico,Queretaro
42320419,Active,1/13/2025,Dayforce Canada,Development,VIRTUL,CAN - Montreal QC,Montréal
81320425,Active,1/13/2025,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Miami
81320426,Active,1/13/2025,Dayforce Canada,Customer Support,VIRTUL,CAN - Not within 50 miles of an office,Keswick
81320399,Active,1/13/2025,UK Monthly (Native),Implementation,VIRTUL,UK - Not within 50 miles of an office,Hayes
81320428,Active,1/13/2025,IND Monthly (ConnectedPay Exc),Customer Support,VIRTUL,IND - Noida,Greater Noida
81320398,Active,1/13/2025,UK Monthly (Native),Sales,VIRTUL,UK - Not within 50 miles of an office,Grantham
81320452,Active,1/13/2025,IND Monthly (ConnectedPay Exc),Customer Support,VIRTUL,IND - Mumbai,Gondia
81320374,Active,1/13/2025,MEX Semi-Monthly,Development,VIRTUL,Mexico,ensenada
92320433,Active,1/13/2025,UK Monthly (Native),Sales,VIRTUL,UK - Not within 50 miles of an office,CHELTENHAM
92320093,Active,1/13/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
92320385,Active,1/13/2025,Partners/Contractors,Implementation,VIRTUL,,
92320447,Active,1/13/2025,Partners/Contractors,Development,VIRTUL,,
92320448,Active,1/13/2025,Partners/Contractors,Development,VIRTUL,,
92320474,Active,1/13/2025,Partners/Contractors,Development,VIRTUL,,
92320499,Active,1/13/2025,Partners/Contractors,Technology,VIRTUL,,
92320500,Active,1/13/2025,Partners/Contractors,Technology,VIRTUL,,
81320397,Active,1/13/2025,UK Monthly (Native),Marketing,UKGLA3,UK - Glasgow Scotland,Glasgow
92320473,Active,1/13/2025,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Bangalore
92320436,Active,1/9/2025,Partners/Contractors,Development,VIRTUL,,
92320438,Active,1/9/2025,Partners/Contractors,Development,VIRTUL,,
92320439,Active,1/9/2025,Partners/Contractors,Development,VIRTUL,,
92320466,Active,1/8/2025,Partners/Contractors,Technology,VIRTUL,,
92320472,Active,1/8/2025,Partners/Contractors,Implementation,VIRTUL,,
92320523,Active,1/8/2025,Partners/Contractors,Contractors/Partners,VIRTUL,,
92320459,Active,1/8/2025,Partners/Contractors,Customer Support,INDNOI,,
72320357,Active,1/7/2025,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,Orem
92320464,Active,1/7/2025,Partners/Contractors,Implementation,VIRTUL,,
92320468,Active,1/7/2025,Partners/Contractors,Technology,VIRTUL,,
12320299,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Woodbridge
12320071,Active,1/6/2025,Dayforce Canada,Marketing,VIRTUL,CAN - Not within 50 miles of an office,Windsor
12320083,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Whitchurch-Stouffville
12320386,Active,1/6/2025,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Westfield
12320031,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Waterloo
12320353,Active,1/6/2025,Dayforce Canada,Technology,VIRTUL,CAN - Not within 50 miles of an office,Waterloo
12320329,Active,1/6/2025,Dayforce Canada,Implementation,VIRTUL,CAN - Not within 50 miles of an office,Victoria
12320311,Active,1/6/2025,Dayforce Canada,Product,VIRTUL,CAN - Not within 50 miles of an office,Vancouver
12320378,Active,1/6/2025,Dayforce Canada,Product,VIRTUL,CAN - Not within 50 miles of an office,Vancouver
12320035,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12320039,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12320061,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12320062,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12320065,Active,1/6/2025,Dayforce Canada,Sales,VIRTUL,CAN - Toronto ON,Toronto
12320105,Active,1/6/2025,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Toronto
12320174,Active,1/6/2025,Dayforce Canada,Sales,VIRTUL,CAN - Toronto ON,Toronto
12320194,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12320195,Active,1/6/2025,Dayforce Canada,Cybersecurity,VIRTUL,CAN - Toronto ON,Toronto
12320196,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12320306,Active,1/6/2025,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Toronto
12320350,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12320421,Active,1/6/2025,Dayforce Canada,Customer Success,VIRTUL,CAN - Toronto ON,Toronto
98320288,Active,1/6/2025,IND Monthly (ConnectedPay Exc),Implementation,VIRTUL,IND - Chennai,Thoothukudi
98320406,Active,1/6/2025,PHL Dayforce Bi-monthly,Technology,VIRTUL,PHL - Manila 2Asc,Taytay
98320176,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Sudbury
98320412,Active,1/6/2025,US BiWeekly,Sales,VIRTUL,US - St Petersburg FL,St. Petersburg
98320084,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Scarborough
98320300,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Scarborough
98320302,Active,1/6/2025,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Scarborough
98320340,Active,1/6/2025,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,San Jose
72320038,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Richmond Hill
72320407,Active,1/6/2025,IND Monthly (ConnectedPay Exc),Technology,VIRTUL,IND - Mumbai,Pune
72320030,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Pickering
72320057,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Pickering
72320330,Active,1/6/2025,US BiWeekly,Product,VIRTUL,US - Not within 50 miles of an office,Pembroke Pines
72320192,Active,1/6/2025,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,Palo Alto
72320072,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Ottawa
72320298,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Ottawa
72320070,Active,1/6/2025,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Oakville
72320095,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Oakville
72320356,Active,1/6/2025,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Newark
42320335,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Montreal
81320042,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81320059,Active,1/6/2025,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Mississauga
81320060,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81320096,Active,1/6/2025,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,MIssissauga
81320108,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81320168,Active,1/6/2025,Dayforce Canada,Marketing,VIRTUL,CAN - Toronto ON,Mississauga
81320191,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81320362,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81320364,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
81320286,Active,1/6/2025,UK Monthly (Native),Marketing,VIRTUL,UK - Not within 50 miles of an office,Milton Keynes
81320029,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Milton
81320104,Active,1/6/2025,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Markham 
81320082,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Markham
81320085,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Markham
81320301,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Markham
81320333,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Markham
81320411,Active,1/6/2025,US BiWeekly,Sales,VIRTUL,US - Minneapolis MN,Maple Grove
81320289,Active,1/6/2025,IND Monthly (ConnectedPay Exc),Implementation,VIRTUL,IND - Noida,Lucknow
81320424,Active,1/6/2025,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Leander
81320086,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Lasalle
81320321,Active,1/6/2025,IND Monthly (ConnectedPay Exc),Technology,VIRTUL,IND - Bangalore,Kolkata
81320036,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Kitchener
81320069,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Kitchener
81320379,Active,1/6/2025,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,HIALEAH
81320287,Active,1/6/2025,UK Monthly (Native),Implementation,VIRTUL,UK - Not within 50 miles of an office,Hayes
81320169,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Hamilton
81320189,Active,1/6/2025,Dayforce Canada,Marketing,VIRTUL,CAN - Not within 50 miles of an office,Hamilton
81320273,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Halifax
81320073,Active,1/6/2025,US BiWeekly,Corporate Communications,VIRTUL,US - Not within 50 miles of an office,Durham
81320332,Active,1/6/2025,MEX Semi-Monthly,Development,VIRTUL,Mexico,Culiacan
92320427,Active,1/6/2025,IND Monthly (ConnectedPay Exc),Customer Support,VIRTUL,IND - Bangalore,Chitradurga 
92320063,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Burlington
92320418,Active,1/6/2025,US BiWeekly,Finance,VIRTUL,US - Not within 50 miles of an office,Buena Park
92320058,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
92320064,Active,1/6/2025,Dayforce Canada,Sales,VIRTUL,CAN - Toronto ON,Brampton
92320100,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
92320305,Active,1/6/2025,US BiWeekly,Development,VIRTUL,US - Not within 50 miles of an office,Boulder
92320188,Active,1/6/2025,UK Monthly (Native),Implementation,VIRTUL,UK - Not within 50 miles of an office,Alsager
92320167,Active,1/6/2025,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Ajax
92320432,Active,1/6/2025,Partners/Contractors,Implementation,VIRTUL,,
92320460,Active,1/6/2025,Partners/Contractors,Implementation,VIRTUL,,
92320462,Active,1/6/2025,Partners/Contractors,Implementation,VIRTUL,,
92320463,Active,1/6/2025,Partners/Contractors,Implementation,VIRTUL,,
81320380,Active,1/6/2025,MYS Monthly (Connected Pay Ascender),Implementation,MYSKL,MYS - Kuala Lumpur,Kuala Lumpur
12320368,Active,1/6/2025,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Wooton
12320317,Active,1/6/2025,Mauritius Ltd Monthly,Product,MAUEBE,MAU - Ebene Mauritius,Vacoas
72320408,Active,1/6/2025,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Quatre Bornes
72320320,Active,1/6/2025,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Petite Riviere
81319945,Active,1/6/2025,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Grand Port
81320319,Active,1/6/2025,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Fond du Sac
81320326,Active,1/6/2025,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Flacq
81320434,Active,1/6/2025,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Ebene
81320316,Active,1/6/2025,Mauritius Ltd Monthly,Finance,MAUEBE,MAU - Ebene Mauritius,D'epinay
92320318,Active,1/6/2025,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Albion
72320336,Active,1/6/2025,US BiWeekly,Marketing,FLPCBS,US - St Petersburg FL,Niantic
98320381,Active,1/6/2025,PHL Dayforce Bi-monthly,Customer Support,,,Tiaong
98320390,Active,1/6/2025,PHL Dayforce Bi-monthly,Sales,,,Santo Tomas
98320394,Active,1/6/2025,PHL Dayforce Bi-monthly,Customer Support,,,San Pedro
98320382,Active,1/6/2025,PHL Dayforce Bi-monthly,Technology,,,San Mateo
72320389,Active,1/6/2025,PHL Dayforce Bi-monthly,Customer Support,,,Pasig City
81320393,Active,1/6/2025,PHL Dayforce Bi-monthly,Cybersecurity,,,Marikina City
81320396,Active,1/6/2025,PHL Dayforce Bi-monthly,Technology,,,General Trias
81320395,Active,1/6/2025,PHL Dayforce Bi-monthly,Customer Support,,,Escalante City
81320392,Active,1/6/2025,PHL Dayforce Bi-monthly,Customer Support,,,Davao City
92320391,Active,1/6/2025,PHL Dayforce Bi-monthly,Customer Support,,,Cebu City
92320441,Active,1/3/2025,Partners/Contractors,Customer Support,INDBAN,,
92320431,Active,1/2/2025,Partners/Contractors,Management,VIRTUL,,
12320250,Active,1/1/2025,UK Monthly (Native),Sales,VIRTUL,UK - Not within 50 miles of an office,Wimbledon
12320238,Active,1/1/2025,Germany Monthly,Implementation,VIRTUL,DEU - Germany,Vierkirchen
81320284,Active,1/1/2025,Germany Monthly,Sales,VIRTUL,DEU - Germany,Hamburg
92320183,Active,1/1/2025,Germany Monthly,Sales,VIRTUL,DEU - Germany,Adendorf
92320483,Active,1/1/2025,Partners/Contractors,Implementation,VIRTUL,,
92320484,Active,1/1/2025,Partners/Contractors,Customer Support,VIRTUL,,
92320485,Active,1/1/2025,Partners/Contractors,Customer Support,VIRTUL,,
92320581,Active,1/1/2025,Partners/Contractors,Implementation,VIRTUL,,
92320671,Active,1/1/2025,Partners/Contractors,Implementation,VIRTUL,,
92320672,Active,1/1/2025,Partners/Contractors,Implementation,VIRTUL,,
92320673,Active,1/1/2025,Partners/Contractors,Implementation,VIRTUL,,
92320674,Active,1/1/2025,Partners/Contractors,Implementation,VIRTUL,,
12320352,Active,12/30/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Yukon
81320358,Active,12/30/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Knoxville
92320360,Active,12/30/2024,Partners/Contractors,Finance,VIRTUL,,
92320361,Active,12/30/2024,Partners/Contractors,Development,VIRTUL,,
92320592,Active,12/27/2024,Partners/Contractors,Implementation,VIRTUL,,
92320409,Active,12/24/2024,Partners/Contractors,Customer Support,INDNOI,,
81320293,Active,12/23/2024,IND Monthly (ConnectedPay Exc),Cybersecurity,VIRTUL,IND - Noida,Lucknow
92320328,Active,12/23/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,Cleveland
92320351,Active,12/23/2024,UK Monthly (Native),Sales,VIRTUL,UK - Not within 50 miles of an office,Berkshire
92320355,Active,12/23/2024,IND Monthly (ConnectedPay Exc),Customer Support,VIRTUL,IND - Bangalore,Bangalore
92320401,Active,12/23/2024,Partners/Contractors,Customer Support,INDBAN,,
92320402,Active,12/23/2024,Partners/Contractors,Customer Support,INDBAN,,
92320404,Active,12/23/2024,Partners/Contractors,Customer Support,INDBAN,,
92320405,Active,12/23/2024,Partners/Contractors,Customer Support,INDBAN,,
92320387,Active,12/22/2024,Partners/Contractors,Implementation,VIRTUL,,
92320388,Active,12/22/2024,Partners/Contractors,Implementation,VIRTUL,,
92320375,Active,12/20/2024,Partners/Contractors,Implementation,VIRTUL,,
92320376,Active,12/20/2024,Partners/Contractors,Implementation,VIRTUL,,
92320377,Active,12/20/2024,Partners/Contractors,Implementation,VIRTUL,,
92320595,Active,12/20/2024,Partners/Contractors,Implementation,VIRTUL,,
92320372,Active,12/20/2024,Partners/Contractors,Management,INDNOI,,
92320370,Active,12/19/2024,Partners/Contractors,Customer Support,INDNOI,,
92320366,Active,12/18/2024,Partners/Contractors,Implementation,VIRTUL,,
92320367,Active,12/18/2024,Partners/Contractors,Implementation,VIRTUL,,
12320325,Active,12/16/2024,Australia Monthly,Implementation,VIRTUL,AUS - Sydney NSW,Wilton
98320294,Active,12/16/2024,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Saskatoon
72320296,Active,12/16/2024,US BiWeekly,Marketing,VIRTUL,US - Not within 50 miles of an office,Provo
72320307,Active,12/16/2024,US BiWeekly,Product,VIRTUL,US - Not within 50 miles of an office,Oak Park
81319937,Active,12/16/2024,MYS Monthly (Connected Pay Ascender),Cybersecurity,VIRTUL,MYS - Kuala Lumpur,Kuala Lumpur
92320337,Active,12/16/2024,Partners/Contractors,Technology,VIRTUL,,
92320342,Active,12/16/2024,Partners/Contractors,Cybersecurity,VIRTUL,,
92320349,Active,12/16/2024,Partners/Contractors,Technology,VIRTUL,,
92320359,Active,12/16/2024,Partners/Contractors,Cybersecurity,VIRTUL,,
92320363,Active,12/16/2024,Partners/Contractors,Technology,VIRTUL,,
12320186,Active,12/16/2024,JPN Ascender - Non-paying,Customer Support,JPNTYO 2A,JPN - Tokyo 2Asc,Yokohama
92320344,Active,12/12/2024,Partners/Contractors,Implementation,VIRTUL,,
92320345,Active,12/12/2024,Partners/Contractors,Implementation,VIRTUL,,
92320346,Active,12/12/2024,Partners/Contractors,Implementation,VIRTUL,,
92320347,Active,12/12/2024,Partners/Contractors,Implementation,VIRTUL,,
92320341,Active,12/11/2024,Partners/Contractors,Cybersecurity,VIRTUL,,
12320241,Active,12/9/2024,PHL Dayforce Bi-monthly,Implementation,VIRTUL,PHL - Manila 2Asc,Valenzuela City
12320208,Active,12/9/2024,US BiWeekly,Customer Success,VIRTUL,US - Not within 50 miles of an office,Turlock
98320278,Active,12/9/2024,US BiWeekly,Sales,VIRTUL,US - Not within 50 miles of an office,South Bend
98320270,Active,12/9/2024,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,San Diego
98320236,Active,12/9/2024,US BiWeekly,Customer Support,VIRTUL,US - St Petersburg FL,Saint Petersburg
98320205,Active,12/9/2024,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Romeoville
72320200,Active,12/9/2024,US BiWeekly,Customer Support,VIRTUL,US - Not within 50 miles of an office,Orange City
72320179,Active,12/9/2024,IND Monthly (ConnectedPay Exc),Customer Support,VIRTUL,IND - Noida,Noida
81320243,Active,12/9/2024,PHL Dayforce Bi-monthly,Customer Success,VIRTUL,PHL - Manila 2Asc,Mandaluyong City
81320240,Active,12/9/2024,PHL Dayforce Bi-monthly,Customer Support,VIRTUL,PHL - Manila 2Asc,Lapu-Lapu City
81320237,Active,12/9/2024,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Kelowna
92320207,Active,12/9/2024,US BiWeekly,Customer Support,VIRTUL,US - Not within 50 miles of an office,Boca Raton
92320206,Active,12/9/2024,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Aliso Viejo
